link,title,price,address,owner,baths,postDate,furnished,pets,beds,sizeSF,sizeAC
http://www.kijiji.ca//v-real-estate-service/guelph/lawn-mowing-services-starting-at-35-00/1083383613,LAWN MOWING SERVICES STARTING AT $35.00!!!!,,"Guelph, ON",,,08-Feb-16,,,,,
http://www.kijiji.ca//v-house-rental/guelph/entire-bungalow-in-great-family-neighbourhood/1138933922,Entire bungalow in great family neighbourhood,"$1,650.00","35 Troy Crescent, Guelph  ON",Owner,2 bathrooms,08-Feb-16,No,,3 bedrooms,1050,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-in-a-fully-furnished-townhouse/1138943653,1 Room in a Fully Furnished Townhouse,$385.00,"142 York Road, Guelph  ON",,,08-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/huge-luxurious-1-bedroom-lower-apartment-walkout-east-bus/1138936042,"HUGE Luxurious 1 Bedroom Lower Apartment, Walkout, East, BUS","$1,400.00","147 Fleming, Guelph  ON",Owner,1 bathroom,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/young-professionals-seek:-house-rental:-3-bedroom-garage/1126270755,"Wanted: Young Professionals Seek: House Rental: 3 Bedroom, Garage",Please Contact,"Guelph, ON N1H 7X9, Canada",Owner,2 bathrooms,08-Feb-16,No,,,1200,
http://www.kijiji.ca//v-room-rental-roommate/guelph/fantastic-mixed-house-awaits-renovated-and-spacious/1138948188,Fantastic Mixed house Awaits Renovated and Spacious,$475.00,"chartwell, Guelph n1g 2t7 ON",,,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/3-rooms-available-as-of-april-30th-renovated-and-clean/1138950133,3 ROOMS AVAILABLE AS OF APRIL 30TH RENOVATED AND CLEAN,$475.00,"Chartwell Crescent, Guelph, ON N1G, Canada",,,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-housing-in-renovated-and-spacious-house/1138949023,STUDENT HOUSING IN RENOVATED AND SPACIOUS HOUSE,$475.00,"Chartwell Crescent, Guelph, ON N1G, Canada",,,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/2-rooms-in-a-shared-house-400-each/1139078217,"2 rooms in a shared house, $400 each",$400.00,"920 Edinburgh Rd south, Guelph N1G 4C7 ON",Owner,2.5 bathrooms,09-Feb-16,Yes,No,2 bedrooms,,
http://www.kijiji.ca//v-land-for-sale/guelph/we-want-your-unwanted-land-and-house/1139082032,Wanted: WE WANT YOUR UNWANTED LAND AND HOUSE,Please Contact,", 31 laurene ave guelph ont n1h 4c9  ON",Professional,,09-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-for-rent-400-mon/1139078624,"2 rooms for rent, $400/mon",$400.00,"920 Edinburgh Rd south, Guelph N1G 4C7 ON",,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/5-bedroom-house-available-may-1st-by-stone-road-mall/1139094715,5 BEDROOM HOUSE AVAILABLE MAY 1st- BY STONE ROAD MALL,$530.00,"30  Aspen Valley Crescent, Guelph N1G 4A1 ON",Owner,2 bathrooms,09-Feb-16,Yes,,5 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-for-rent-in-may/1139093239,2 Rooms For Rent in May,$425.00,"Cole Rd., Guelph N1G3K1 ON",,,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/open-house-prime-location-1440-gordon-st/1139059464,OPEN HOUSE- PRIME LOCATION -1440 Gordon St,"$1,375.00","1440 Gordon Street, Guelph N1L 1C8 ON",Owner,1 bathroom,09-Feb-16,No,No,2 bedrooms and den,,
http://www.kijiji.ca//v-house-for-sale/guelph/rockwood-2-1-bedroom-bungalow-backing-onto-green-space/1139101902,Rockwood 2+1 Bedroom Bungalow backing onto green space.,"$565,000.00",", Rockwood  ON",Professional,3 bathrooms,09-Feb-16,,,3 bedrooms,1822,
http://www.kijiji.ca//v-commercial-office-space/guelph/commercial-property-1-25-acres-for-lease/1104830068,"Commercial Property, 1.25 Acres for lease.","$2,000.00","7468 Marden Road, N1H6j2, Guelph, ON",Owner,,09-Feb-16,Yes,,,250,
http://www.kijiji.ca//v-house-rental/guelph/family-looking-for-country-house-or-hobby-farm/1139103097,Wanted: Family looking for country house or hobby farm ,"$1,800.00",toronto,Owner,1.5 bathrooms,09-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/brand-new-2-bedroom/1138485658,Brand New 2-Bedroom,$950.00,", Guelph  ON",,,09-Feb-16,Yes,,,,
http://www.kijiji.ca//v-condo-for-sale/guelph/updated-and-affordable-1-bed-1-bath-condo-in-guelph/1139115066,Updated and affordable 1 bed 1 bath condo in Guelph!,"$156,000.00","105 Bagot St, Guelph N1H 8H4 ON",Professional,1 bathroom,09-Feb-16,,,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent-361-unit-26-arkell-rd-guelph/1139110434,Room for rent 361 unit 26 Arkell Rd. Guelph,$500.00,"361 Arkell, Guelph N1L 1E5 ON",,,09-Feb-16,Yes,,,,
http://www.kijiji.ca//v-short-term-rental/guelph/summer-sublet-may-to-august-390/1139100556,SUMMER SUBLET May to August $390,$390.00,"920 Edinbrugh Rd South, N1G5C6, Guelph, ON",Owner,1.5 bathrooms,09-Feb-16,Yes,Yes,1 bedroom,,
http://www.kijiji.ca//v-house-rental/guelph/wanted-townhouse-apt-for-march-1st/1139128986,Wanted: Wanted Townhouse/Apt for March 1st,"$1,100.00",", guelph  ON",Owner,1 bathroom,09-Feb-16,No,,2 bedrooms,,
http://www.kijiji.ca//v-house-for-sale/guelph/exhibition-park/1139131263,Exhibition Park,"$469,900.00","127 Division, Guelph  ON",Owner,3 bathrooms,09-Feb-16,,,4 bedrooms,1700,
http://www.kijiji.ca//v-short-term-rental/guelph/land-wanted-to-rent/1139135686,Land wanted to rent,Please Contact,"Holstein, ON N0G 2A0, Canada",Owner,1 bathroom,09-Feb-16,No,,,,
http://www.kijiji.ca//v-house-rental/guelph/beautiful-4-bedroom-century-home/1139141446,Beautiful 4 bedroom century home,"$1,950.00","28 Foster Ave, Guelph, ON N1H 3B3, Canada",Owner,1.5 bathrooms,09-Feb-16,No,No,4 bedrooms,1850,
http://www.kijiji.ca//v-house-rental/guelph/student-rental-great-location/1139148544,Student Rental - Great Location,$435.00,"39 Keats Crescent, N1G 3B1, Guelph, ON",Owner,1 bathroom,09-Feb-16,No,No,4 bedrooms,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/2-bedroom-unit-great-location-backing-on-to-riverside-park/1139148465,2-Bedroom unit great location backing on to Riverside Park,"$1,040.00","61 Marilyn Drive, Guelph  ON",Owner,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/two-rooms-for-rent-15min-by-bus-to-university-may-may-lease/1138950308,"Two rooms for rent, 15min by bus to University. May-May lease",$500.00,", guelph  ON",,,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/listowel-downtown-space/1084280911,Listowel Downtown Space,"$1,760.00","Wallace Avenue North, Listowel, ON N4W 1K8",Owner,,08-Feb-16,No,,,2371,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-to-rent-a-room/1132796932,Wanted: looking to rent a room,$500.00,", fergus  ON",,,08-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/one-room-rent-for-female-roommate/1138953690,One room rent for female roommate,Please Contact,"543 Kortright rd west, Guelph N1g 3j6 ON",,,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/rockwood-2-bedroom-apartment/1138953865,Rockwood 2 Bedroom Apartment,$800.00,"261  Alma, Rockwood  ON",Owner,1 bathroom,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/1-bedroom-basement-apartment-available-april-1st/1138975304,1 bedroom basement apartment available April 1st,$950.00,655 Eramosa rd,Owner,1 bathroom,08-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-roommate-wanted-400-plus-utilities-40-70/1138894218,1 ROOMMATE WANTED $400 PLUS UTILITIES ($40-$70),$400.00,"302 College Ave, Guelph  N1G 4T6 ON",,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-females-students-for-may-2016-april-2017/1138980497,Looking for females students for May 2016-April 2017,$475.00,"scottsdale drive, Guelph N1G2Z8 ON",,,09-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/brand-new-house-for-rent/1138982657,Brand new house for rent,$550.00,"1498 gordon street, guelph N1L 1C8 ON",,,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-student-room-for-rent-79-cedar-st/1138968534,1 student room for rent 79 Cedar St.,$395.00,", Guelph  ON",,,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-bachelor-studio-apartments-condos/guelph/100-roehampton-avenue-bachelor-apartment-apartment-for-rent/1139023408,100 Roehampton Avenue - Bachelor Apartment Apartment for Rent,"$1,100.00","100 Roehampton Avenue, Toronto, ON, M4P 1R3",Professional,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent-clairfields-area/1138904364,Room for rent clairfields area,$550.00,21 gosling gardens,,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/100-roehampton-avenue-one-bedroom-apartment-apartment-for-rent/1139023415,100 Roehampton Avenue - One Bedroom Apartment Apartment for Rent,"$1,300.00","100 Roehampton Avenue, Toronto, ON, M4P 1R3",Professional,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-storage-parking/guelph/work-shop-storage-384sqft-in-guelph/1139024878,Work Shop / Storage 384sqft in Guelph,$375.00,", Guelph  ON",Owner,,09-Feb-16,,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/100-roehampton-avenue-two-bedroom-apartment-apartment-for-rent/1139023436,100 Roehampton Avenue - Two Bedroom Apartment Apartment for Rent,"$1,630.00","100 Roehampton Avenue, Toronto, ON, M4P 1R3",Professional,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-student-housing-in-guelph-or-in-neighboring-towns/1139031293,Wanted: Looking for Student Housing in Guelph   or in neighboring towns,Please Contact,"2 St.Patricks Dr , Phelpston L0L2K0 ON",,,09-Feb-16,No,,,,
http://www.kijiji.ca//v-house-rental/guelph/looking-for-1-more-roomate-to-room-with-3-other-students/1139054657,Looking for 1 more roomate to room with 3 other students,$400.00,"16 Arnold, Guelph N1H 5G7 ON",Owner,1 bathroom,09-Feb-16,Yes,,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-rental-in-guelph/1139057879,Student Rental in Guelph,$425.00,"56-1155 Gordon Street, Guelph   ON",,,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/728-york-road/1139047735,728 York Road,$760.00,"728 York Road, Guelph N1E 6A5 ON",Professional,1 bathroom,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/furnished-room-for-rent-available-may-1st/1139067129,Furnished Room For Rent Available May 1st,$495.00,"26 Edinburgh Rd., Guelph N1H5N9 ON",,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/brand-new-basement-apartment-is-ready-for-lease-on-march-1/1138996100,Brand new basement apartment is ready for lease on March 1,$850.00,"69 Vaughan street, Guelph, ON",Owner,1 bathroom,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/workshop-space-or-storage/1139159733,workshop space or storage,$200.00,", guelph eramosa, ON",Owner,,09-Feb-16,No,,,600,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/location-location-new-gordon-st-condo-1km-to-uofg/1139161345,"LOCATION, LOCATION!!! New Gordon St Condo - 1KM to UOFG","$1,500.00","1077 Gordon Street , #320, N1L 1H2, Guelph, ON",Owner,1 bathroom,09-Feb-16,No,,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/townhouse-for-rent/1139105999,Townhouse for rent,"$1,399.00",", Guelph N1G2L6 ON",Owner,1.5 bathrooms,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/rooms-available-downtown-guelph-450-inclusive/1130600206,Rooms available downtown guelph $450 inclusive,$450.00,"161 Neeve St, Guelph, ON N1E 5S4",,,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/shared-house-near-university/1139192299,Shared house near university ,$515.00,"Guelph, ON N1G 4E6, Canada",,,09-Feb-16,No,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/university-of-guelph-summer-sublet/1139155088,UNIVERSITY OF GUELPH SUMMER SUBLET,Please Contact,"314  Gordon,  Guelph N1G1J6 ON",,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/2-bedroom-condo/1139194594,2 bedroom condo,"$1,300.00",", Fergus  ON",Owner,2 bathrooms,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/spacious-bright-3-bedroom-self-contained-main-floorapartment/1139196617,"Spacious, Bright 3 Bedroom Self Contained Main FloorApartment","$1,500.00","373 York Rd., Guelph N1E 3H2 ON",Owner,1 bathroom,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-other-real-estate/guelph/two-females-in-their-20s-looking-for-place-to-call-home/1139206283,Wanted: Two Females in Their 20's Looking for Place to Call Home.,Please Contact,"Guelph, ON N1H 3V9",,,09-Feb-16,,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/trendy-one-bedroom-condo-apr-1-16/1139213925,Trendy One Bedroom Condo-Apr. 1/16,"$1,150.00","89 Westwood Rd, GUELPH  ON",Owner,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/one-bedroom-available/1139214699,ONE BEDROOM AVAILABLE!,$745.00,"111 Cooper Street, Ottawa k2p 2e3 ON",,,09-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/looking-for-apartment-1-bdrm-all-incl-downtown-april-1/1139200599,"Wanted: Looking for Apartment - 1 BDRM, ALL INCL. DOWNTOWN April 1",$800.00,",   ON",Owner,1 bathroom,09-Feb-16,No,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-for-rent-in-may/1139219839,2 Rooms For Rent in May,$425.00,"Cole Rd., Guelph N1G3K1 ON",,,09-Feb-16,No,No,,,
http://www.kijiji.ca//v-real-estate-service/guelph/sauble-cottage-owners/1139222077,SAUBLE COTTAGE OWNERS,,"299 9th Street East, Owen Sound, ON",,,09-Feb-16,,,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/large-3-bedroom-apartment-in-downtown-elora/1139227703,Large 3+ bedroom apartment in Downtown Elora,"$1,075.00","97 Geddes St, Centre Wellington, ON N0B, Canada",Owner,1 bathroom,09-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-real-estate-service/guelph/mortgages-rates-as-low-as-1-99/1139232181,MORTGAGES rates as low as 1.99%,,"Guelph, ON",,,10-Feb-16,,,,,
http://www.kijiji.ca//v-short-term-rental/guelph/summer-sublet-large-basement-bedroom-gosling-gardens-480/1139227114,Summer Sublet - Large Basement Bedroom - Gosling Gardens $480,$480.00,"Gosling Gardens, Guelph, ON",Owner,1 bathroom,10-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-short-term-rental/guelph/1-5-bedrooms-for-sublet-very-near-u-of-g-and-stone-road-mall/1139217064,1-5 Bedrooms for sublet very near U of G and Stone road mall,$400.00,"10 Reid Court, Guelph N1G 3R6 ON",Professional,3 bathrooms,10-Feb-16,No,No,5 bedrooms,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/spacious-3bdr-janefield-place-walk-to-u-of-g-all-inclusive/1139247454,SPACIOUS 3BDR - Janefield Place - Walk to U of G - ALL INCLUSIVE,"$1,650.00",", Guelph  ON",Owner,2 bathrooms,10-Feb-16,No,No,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/beautiful-downtown-3-bedroom-apartment-high-ceilings/1126515363,Beautiful Downtown 3 Bedroom Apartment. High Ceilings.,"$1,225.00","131 Wyndham St N, Guelph, ON N1H 4E9",Owner,1 bathroom,10-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-a-green-friendly-room-with-smoking-outside-or-in-gar/1139264938,Wanted: Looking for a green friendly room with smoking outside or in gar,$400.00,"146 dovercliff , guelph N1G 3A6 ON",,,10-Feb-16,No,,,,
http://www.kijiji.ca//v-other-real-estate/guelph/be-your-own-boss/1126429349,BE YOUR OWN BOSS!,"$45,000.00","75 Hamilton St, Goderich, ON N7A 1R1",,,10-Feb-16,,,,,
http://www.kijiji.ca//v-other-real-estate/guelph/large-industrial-building-in-cambridge-w-cranes-great-rates/1056754121,Large Industrial Building in Cambridge w/Cranes - Great Rates!!!,Please Contact,"695 Bishop St N, Cambridge, ON N3H 2K8",,,10-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/wheelchair-accessble-houses/1139277562,Wheelchair Accessble Houses,,"London, ON N6C 4P6",,,10-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-large-bedrooms/1139277889,2 Large Bedrooms ,$450.00,"364 Scottsdale Dr, Guelph, ON N1G 2Z8, Canada",,,10-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/spacious-bright-1-bed-apartment-850-inc-with-tv-internet/1138838459,Spacious & bright 1 bed apartment  $850/Inc with TV & internet,$850.00,"387 Ironwood rd, Gueph  ON",Owner,1 bathroom,10-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/beautiful-bedroom-for-rent/1139276699,Beautiful bedroom for rent,$500.00,"64 Revell Dr. Guelph, Gorden street and  Heritage  Dr  ON",Owner,2 bathrooms,10-Feb-16,Yes,No,1 bedroom,120,
http://www.kijiji.ca//v-room-rental-roommate/guelph/large-master-bedroom/1139279491,Large Master Bedroom,$525.00,"364 Scottsdale Dr, Guelph, ON N1G 2Z8, Canada",,,10-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/large-bedroom/1139280826,Large bedroom ,$450.00,"364 Scottsdale Dr, Guelph, ON N1G 2Z8, Canada",,,10-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/cute-and-cozy-house-located-near-cedar-bay-beach/1139288511,"Cute and cozy house, located near  Cedar Bay Beach","$185,000.00","2876 Vimy Road, L3K 5V3, Port Colborne, ON",Professional,1 bathroom,10-Feb-16,,,2 bedrooms,900,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/one-or-two-females-to-share-a-2-bedroom-high-end-finished-apt/1139315002,"ONE OR TWO FEMALES to share a 2 bedroom, high-end finished apt",$374.00,"7 Bowen Drive, N1E 0C9, Guelph, ON",Owner,1 bathroom,10-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/downtown-summer-sublet/1139314379,Downtown Summer Sublet,$400.00,"37 Surrey St W, Guelph N1H 3R3 ON",Owner,1 bathroom,10-Feb-16,Yes,Yes,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/furnished-room-for-rent/1139314396,furnished room for rent,$495.00,"26 edinburgh edinburgh rd south, guelph n1l1m3 ON",,,10-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-available-guelph-student-rental-550-all-inclusive/1139520256,1 ROOM AVAILABLE - GUELPH STUDENT RENTAL - $550 ALL-INCLUSIVE,$550.00,", Guelph, N1G2Z8, ON",,,11-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-real-estate-service/guelph/certified-home-inspector-with-5-years-experience-from-124-99/1139533450,"Certified Home Inspector with 5 years Experience, from $124.99",,"Guelph, ON",,,11-Feb-16,,,,,
http://www.kijiji.ca//v-land-for-sale/guelph/building-lot-acreage/1139536713,Building lot/acreage,"$399,000.00",", L7g2 j8, Ospringe, ON",Owner,,11-Feb-16,,,,,6.2
http://www.kijiji.ca//v-other-real-estate/guelph/live-the-muskoka-lifestyle-for-under-55-000/1094125228,"Live the MUSKOKA LIFESTYLE for under $55,000","$54,900.00","Port Severn, ON L0K 1S0",,,11-Feb-16,,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/student-looking-for-a-good-place-to-live/1139538165,Wanted: Student looking for a good place to live,Please Contact,"Guelph, ON N1C, Canada",Owner,1.5 bathrooms,11-Feb-16,No,,,,
http://www.kijiji.ca//v-short-term-rental/guelph/summer-sublet-available-perfect-location-for-1-2-or-3/1139548577,Summer Sublet Available - Perfect location for 1 2 or 3,$450.00,"52 York Road, N1E 3E5, Guelph, ON",Owner,1.5 bathrooms,11-Feb-16,Yes,Yes,3 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/4-or-5-bedroom-great-spot/1139292689,4 or 5 bedroom - GREAT SPOT!,"$2,000.00","279 cole, Guelph  ON",Owner,1 bathroom,10-Feb-16,No,No,4 bedrooms,1200,
http://www.kijiji.ca//v-room-rental-roommate/guelph/may1-furnished-upper-bed-sitter-parking-share-kitchen-central/1139291731,"May1-furnished upper bed-sitter, parking, share kitchen, central",$495.00,"80 Edinburgh Rd. North, Guelph N1H5P9 ON",,,10-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-condo-for-sale/guelph/303-37-goodwin-drive-guelph-southend-condo/1139552864,"303-37 Goodwin Drive Guelph, Southend Condo","$294,000.00","37 Goodwin Drive, N1L 0E6, Guelph, ON",Professional,2 bathrooms,11-Feb-16,,,3 bedrooms,,
http://www.kijiji.ca//v-house-for-sale/guelph/7648-wellington-rd-34-puslinch-bungalow-with-beautiful-views/1139559956,"7648 Wellington Rd 34 Puslinch, Bungalow with Beautiful Views!","$729,900.00","7648 Wellington Rd 34, N0B 2J0, Puslinch, ON",Professional,3 bathrooms,11-Feb-16,,,5 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-looking-for-good-place-to-live/1139537389,Wanted: Student looking for good place to live,Please Contact,"Guelph, ON N1C, Canada",,,11-Feb-16,No,,,,
http://www.kijiji.ca//v-house-rental/guelph/wanted:-a-townhouse-house-within-30-minutes-of-rockwood/1139566954,Wanted: WANTED: A townhouse/house within 30 minutes of Rockwood,"$1,000.00",", Rockwood, Acton, Georgetown, Eden Mills  ON",Owner,1 bathroom,11-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-real-estate-service/guelph/let-me-help-you-find-the-best-mortgage/1139567286,Let me help you find the best mortgage!,,"15 Surrey St W, Guelph, ON N1H 3R3, Canada",,,11-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-left-with-3-other-guys/1139546490,1 room left with 3 other guys,$520.00,"112 Cole Rd., guelph n1g4s3 ON",,,11-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/may-august-summer-sublet/1139514883,May-August Summer Sublet,$400.00,"456 Janefield, Guelph N1G 4R8 ON",Owner,1.5 bathrooms,11-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-house-for-sale/guelph/perfect-starter-home-or-rental-property/1139589870,Perfect Starter home or Rental Property,"$129,900.00","294 Bell Street, L3K 1J6, Port Colborne, ON",Professional,1 bathroom,11-Feb-16,,,3 bedrooms,1400,
http://www.kijiji.ca//v-room-rental-roommate/guelph/house-available-for-rent-from-may-1st-at-the-south-end-of-guelph/1139597138,House available for rent from May 1st at the South end of Guelph,$425.00,"Moss Pl, Guelph N1G4V3 ON",,,11-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/beautiful-2-bedroom-apartments-pet-friendly/1139598626,Beautiful 2 bedroom apartments. Pet friendly!,"$1,250.00","Silvercreek Pkwy S, Guelph, ON N1H, Canada",Owner,1 bathroom,11-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-for-sale/guelph/looking-for-terraview-crescent-home/1139602091,Wanted: Looking for Terraview crescent home.,Please Contact,"Terraview Crescent, Guelph  ON",Owner,2.5 bathrooms,11-Feb-16,,,3 bedrooms,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/bright-newly-renovated-two-bedroom/1139563498,Bright newly renovated two bedroom,Please Contact,Near YMCA off Downey road,Owner,1 bathroom,11-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent-in-sugarbush-area-of-guelph/1139609030,Room for rent in Sugarbush area of Guelph,$600.00,guelph,,,11-Feb-16,Yes,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/two-rooms-for-rent-may-september-in-guelph/1139563824,Two Rooms for Rent May-September in Guelph,$500.00,"220 Chancellors Way, Guelph N1G 5K5 ON",Owner,1 bathroom,11-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/young-professional-couple-looking-for-apartment/1139613605,Wanted: Young professional couple looking for apartment,Please Contact,"Guelph, ON N1G 4P5, Canada",Owner,1 bathroom,11-Feb-16,No,,,,
http://www.kijiji.ca//v-land-for-sale/guelph/wanted-gravel-pits-fully-licensed-or-extracted-abandoned/1139614710,Wanted: WANTED - Gravel Pits - Fully Licensed OR Extracted / Abandoned.,Please Contact,", Blyth, On N0M1H0, ON",Professional,,11-Feb-16,,,,,20 to 200 acres
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent/1139622904,Room for rent ,$450.00,"Guelph, ON N1H 1G8, Canada",,,11-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/4-bedrooms-students-house-available-may-1/1139626658,4 Bedrooms Students House available May 1,$430.00,", N1G 3A5, Guelph, ON",,,11-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/bungaloo/1139628579,Bungaloo,"$359,000.00","48 Peel St W, Alma, ON N0B 1A0, Canada",Owner,1 bathroom,11-Feb-16,,,2 bedrooms and den,1050,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/mount-forest-2-bed-apartment-fully-updated-from-650/1139647155,Mount Forest 2 Bed-Apartment. FULLY UPDATED!! From $650,$745.00,"112 Normanby St S, Mount Forest, ON",Owner,1 bathroom,11-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/one-or-two-females-to-share-a-2-bedroom-high-end-finished-apt/1139314159,"ONE OR TWO FEMALES to share a 2 bedroom, high-end finished apt",$344.00,"7 Bowen Drive, N1E 0C9, Guelph, ON",,,10-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/available-may-1st-2016/1139651858,Available May 1st 2016,$495.00,"34 Caledonia St, Guelph, ON N1G 2C7, Canada",Owner,1 bathroom,11-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/brand-new-townhouse-2100/1139656830,BRAND NEW Townhouse - $2100!,"$2,100.00","Poppy Dr, Guelph  ON",Owner,2.5 bathrooms,11-Feb-16,No,Yes,4 bedrooms,,
